text,sentiment_score
"马上这些高楼都要推平，用来种地",0.9999976196729433
"竟然没受到央视的点评    [流泪]",0.7596791781819373
"河南很大，大到能养活半个中国，河南很小，小到没能放下一座985…[发怒][流泪][流泪][流泪][流泪][流泪]",0.8855438246939913
"希望城市楼房不要把这块在占了。",0.9939576366545534
"为实现四化，奋斗几十年了都",0.43942399868379056
"要高楼就行、要什么粮食、粮食不赚钱",0.6908973419915291
"一边高楼大厦，一边良田忙忙碌碌，中间还有奔驰的高速公路",0.4212635038838797
"高楼，高铁，农业三者完美的融合，协调发展，一起向现代化迈进[赞][赞][赞]",0.29651140808936194
"南方也种麦子吗",0.8749566698060788
"穷人和富人[微笑]",0.019668471452799374
"这片麦田和城市建筑 显得格格不入….规划 审批 复议 驳回  再审批 拨款 开发 开工 交付 使用  努力打造杭州市最大的KVT",0.5407723614550712
"南方也种小麦  还以为都是种水稻",0.9912440819975807
"收割完，收割机可以上高速吗[看]",0.9968963755686301
"看旁边的塔吊，估计也中不了几年了",0.7291683322114347
"杭州竟然有麦田？不都是稻田吗",0.1895525251729253
"这么大一片土地为什么不拿去种房子？",0.9999444816993225
"冒这么大的烟环保措施不到位，应该先打湿再机械收割[看]",0.7177712561949108
"我想去烧个秸秆[看]",0.21655384336934613
"这一望无际的麦田是我们浙江人走不出的大山[流泪]",0.9999121823486523
"不愧是豫杭，既有河南的农耕文明，又有江浙一带的富庶高端",0.6364614201279899
"更像豫杭了",0.01920877162661383
"@",0.9939977919590856
"恁看！那城里人见了联合收割机都觉得稀奇。",0.3592432549567979
"一边矗立着高楼大厦与繁荣，而另一边则是广袤田野丰收，这两种截然不同景象共存与一个时空，仿佛在诉说时代的多元与变迁。",0.30077889974102445
"我赌5块钱这个镜头会被央视或人民日报选用",0.9195333549518218
"没防尘[九转大肠][九转大肠][九转大肠]",0.6429335818357281
"[赞][赞][赞][赞]",0.5046774733942264
"这一点广州要像杭州学习，把冼村里面那些不肯推的统统推了种稻谷！[看]",0.03342624380080539
"沃德付多少广告费，我柳州付双倍！[捂脸]",0.233382369968962
"绿油的麦田给杭州人带来了浪漫，金黄的麦穗给农民带来了笑容。写字楼里的年轻人永远不知道每一棵麦穗（每一粒大米）是磕六个头换来的含义。",0.8699342859607384
"我住的窗外也是麦田，麦田边上是机场高架[呲牙]",0.0004725758959756021
"工农在建设，工农在联合，工农在收割",0.04667989199147249
"假如把城市的效区适合种稻米和菜利用起来，全国粮食又可以翻倍了，浙江不错！",0.7378971535647394
"豫杭",0.6094175671109545
"河南省会杭州确实可以[鼓掌]",0.9863200083510821
"沃德这破天的广告",0.1485241103254349
"我这大楼隔壁也是小麦[泣不成声]",0.8927570857311837
"农入不了城，因为有高铁阻挡。",0.9562689908958197
"工业现代化、农业现代化、国防现代化、科学技术现代化，简称四化[捂脸][捂脸]",0.7942717199248558
"楼上楼下电灯电话  当时誰敢想  家家有小汽车",0.7721716982288569
"人民生活也随着四个现代化提高了，当代人可能察觉不到。",0.36053026789789366
"好像一位爱在家门口种地的王爷",0.9628194736652008
"那个说河南省杭州市的，你给我下来[笑哭][笑哭][笑哭][笑哭]",0.8910373240050228
"什么时候工资能现代化点",0.9966118669114489
"@Fossette💋 想哭 [流泪]",0.9005911035821151
"大行德广，伴您成长！中国农业银行",0.015346424985959506
"种楼：300一平方米；种麦：3000一亩。",0.6310813370111203
""开封:黄河大鲤鱼 杭州:西湖醋鱼",0.9949862183114409
"开封灌汤包:杭州小笼包",0.4737672181921917
"开封铁塔:杭州保俶塔",0.9821060518286062
"开封清明上河园:杭州宋城",0.9863889073304807
"宋朝是中国文化的巅峰，开封杭州又分别代表了北宋南宋的精华[呲牙]"",0.6062433502012898
"太棒了",0.00792644431536027
"这里种田的身价得几千万上亿了吧[捂脸]",0.3159849756973714
"这镜头真好，开发的同时也不能忘记了人民赖以生存的粮食",0.7897910180890861
"南京军区的应该去飞个飞机✈️助助兴！以展现四个现代化图景",2.049995950770267e-09
"应该让他们自己人工收割",0.009833425930604545
"刚好又有高铁过。这画面捕捉相当牛B！",0.47520397784733515
"我小时候就种两季水稻，再加一半种油菜，一半种小麦。",0.03843355381328817
"这才几亩地啊，来北大荒看看",0.7206903054284869
"为什么没有喷水降尘？这污染也太大了吧[疑问]",0.005282191956837878
"豫杭同行[看]",0.9803876800899148
"跟你们摊牌了吧 浙江经济就是靠种地种出来的[呲牙]",0.8614314256735541
"杭州的尽头是河南[捂脸][捂脸][捂脸]    这是没毛病吧[捂脸][捂脸][捂脸]",0.8776335212688161
"果然是豫杭呀[捂脸]会种麦[捂脸]",0.0019126651794909577
"看见没良田变高楼",0.0009575690938364856
"在杭州我要卖掉多少套写字楼，才能换这里一块麦田[看]",0.0440800946986144
"这才是真实的农村田地",0.2980032837476684
"沃德机械，中国丹阳",0.11162093866524836
"这样规划挺好[赞]",0.8177249476674232
"说到底还是上头所迫，不然的话种一堆楼收获的是一堆人民币",0.15439034360931614
"果然是豫杭[暗中观察]",0.5179274810062172
"这里的麦子没有尘土吗？我们这里割麦子尘土大的都快看不清收割机了[捂脸]",0.15545170819803877
"这不卖得卖个一千块一斤[捂脸]",0.9270051595939321
"沃德，河南省新乡市辉县市洪洲生产的",0.2662821326505228
"飞机上看到过[呲牙][呲牙][呲牙]",0.9664117662327322
"必须要人工收割，机器收割太污染空气了[呲牙]",0.6836883280339414
"画面真的是农村与城市的结合",0.7127956940619682
"可惜了，本来能上热搜",0.8332219881462307
"@冬来枝白 杭州萧山[泣不成声][泣不成声]",0.5294947133879233
"开发商是买不起这块地吗？[不是吧][不是吧][不是吧][不是吧][看][看][看][看][看][看]",0.6659953893815597
"这一天来了，幸福没了，全是压力。",0.1939758613071998
"看来800年前南宋几百万河南人到了杭州也能吃上小麦",0.700160778650845
""此情此景想吟诗一首：",0.7401846550314694
"粮食安全握在手",0.17048421428263905
"高铁说走咱就走",0.8981595517758776
"摩天大厦高科技",0.8635671427585967
"咱们华夏样样有"",0.2701877504014252
"先辈应该很想看到这个吧",0.49769089117652054
"刚刚刷到有人买了沃德，刚用了十个小时，坏了几个地方",0.9998267641226345
"江苏省丹阳造收割机奔驰在浙江的麦田上[偷笑]",0.023952685886918346
"太美了！！！",0.9192074501230826
"90年代提的四化建设",0.6541084196480348
"从来音乐配的不对，把音乐配上希望的田野上[赞][比心]",0.9671796956775901
"看到这不禁想起了我们（安徽）省的偏南还不太南的抖音用户们，他们那儿居然不种小麦。",0.8854623307293211
"麦田在，再苦再难都有希望",0.7785770310576977
"放心 中央看见了",0.712194629694609
"好壮观[流泪][流泪][流泪]和梦里的一样",0.2503437760200862
"不来浙江我都不知道原来浙江主要农作物有小麦[捂脸]",0.6340226084372556
"工业现代化，农业现代化，科技现代化，国防现代化！祖国一定会越来越好。",0.7885539385665546
"我的十个电子朋友他们也在做这个 [泣不成声]",0.4756842866094123
"杭州，有心了[赞]",0.9991792957829982
"高铁🚅开过有点帅",0.30311160051929864
"杭州种麦子？[发呆]",0.9005862581317262
"看着优质的良田，盖成房子，确实有点扎心",0.6733753088785241
"收完麦子是不是要开发这个地方了",0.7119103481625457
"看对面开发的程度，这块田迟早有一天也保不住",0.6429335818357281
"让苏南也种地，把工业用地还给苏北。",0.9838459028849248
"这是怎么下的高速",0.25904280613833197
"鲜明的对比，特别高铁出来的那一刻。很震撼，很喜欢这样的城市。",0.9572170794137447
"沃得发",0.999892987543708
"沃得农机[赞]",0.9453072820526219
"台湾省看看，这就是咱们的农村[看]",0.008117630784550411
"这个镜头央视不用可惜了！",0.3104873687936206
"果然是豫杭",0.5985998240029814
"好美啊，高铁，高楼，收割机，夕阳，[比心][比心][比心]",0.550599556313214
""用俗话说就是，赶紧收割好卖钱买大楼！",0.9996763739648792
"高级一点就是：城乡发展上升新的阶段台阶。",0.6756221945322397
"为摄影师点赞，开局这角度是有故事的[赞][赞]"",0.9874631305211847
"理想中的城市，大公园",0.3037981418347131
"我再杭州快10年了，弄点土种花都费劲，居然有麦子[捂脸]",0.9999725318518929
"现代化进程工农结合",0.4726478687815273
"要的是速度，割的是半刀",0.9995270831279989
"等麦子收了。。。收割机上不了高速了[看][看][看][看][看]",0.7504176474736803
"不愧是豫杭，骨子里对土地的热爱",0.9200000100818485
"好有感觉",0.18389782066433547
"""",0.29914009805100905
"这个超魔幻",0.5592356649582457
"再厉害的人，也要吃饭",0.7909601791359119
"这画面太美[赞][赞][赞][赞]",0.8356056239413829
"收割机：沃得，都是沃得！",0.09199658582952375
"终于知道杭州为什么叫“豫杭”了[赞][赞][赞]",0.8262940655651475
"豫杭既视感[泣不成声]",0.7727348383261345
"河南省南阳市的人路过！河南这几天也在收麦，杭州也在收麦。为 豫杭（杭州）  点赞 加油  [赞]  [鼓掌]",0.9472651884330744
"要是再来架飞机就绝了[看]",0.7484263000618188
"极氪的楼这么大吗",0.9981937003951156
"理想照进现实",0.0014020991387260207
"让我们高喊：农业现代化 [太阳]",0.9503612655699771
"看着看着眼睛就湿了[流泪]",0.14811659326696758
"没有粮食那来的高楼大厦",0.9846692913600256
"沃德和洋马比差点[思考]",0.9413957109630835
"没去过杭州，美的不真实，我以为假的。",0.20382361201790233
"挺好的留着吧，很有穿越感",0.6695688322456762
"高楼大厦间，俯瞰这麦田繁华。",0.9621519342869738
"先人许下的愿望，后人都在慢慢实现",0.46641216099282345
"小时候的效果图确实有一辆向上的火车[捂脸][捂脸][捂脸]",0.9943482439283188
"留着这片土地很好啊。",0.13971886946411116
"脚踩麦田摘星辰，烩面端给自家人。",0.0003590893121944161
"完蛋了，明年肯定很多人来这里顺麦子，烤",0.17548722641636494
"虽然视频在杭州，但这就是河南和全国被定位为农业省份，追求的理想发展方式，工农并举",0.8672062090325338
"21世纪，不种地就会饿死的人又多了",0.7846254667798221
"一边是高楼林立，一边是农忙",0.38505076128470184
"突然觉得农田和城市结合，也是不错的，开发了就没有了生机了，个人所想",0.047471832767532196
"那些高楼是不是，突然不喜欢了",0.22510302166946594
"没有农村，农业和农民就不会有城市，农村是是城市的灵魂",0.6352947614172291
"亚运村旁边吧，我今天在楼上看了一天",0.6721798191617621
"我曾经开这类型的收割机六年[捂脸]敞篷的，那个灰尘哟[捂脸]",0.9998431416203568
"严厉打击侵占良田者",0.9983274613174782
"现在中国大部分地都是国家在耕种",0.20741998728114774
"还以为是。北京北三环，中科院麦地",0.09231971673735007
"这么大灰尘不用罚款吗？",0.9066431927682876
"杭州不是种稻谷的吗？[捂脸]",0.4501038656043421
"极氪大楼",0.35279941291150363
"杭州不是吃大米啊，咋还种上麦子啦",0.997116571804287
"杭州给我的感觉是最不像浙江城市的城市，反而有点北方城市的感觉，",0.21655409924651525
"上小学的时候很多书的插画就是这个，高楼大厦，高速列车，机械化农业，代表着前辈对四个现代化的向往，这不就实现了[流泪]",0.9468985297527442
"不知不觉间，小学课本上的插图终于实现了[玫瑰]",0.9330639226487821
"收割的原来不仅有韭菜还有麦田",0.44767845850986676
"后面也不跟一个除尘车吗？",0.341649322448753
"看见极氪大楼了[赞]",0.9893847465110936
"这片地迟早要改种楼",0.9557584057367958
"去了不让上高速，耽误下一站[尬笑]",0.5225802334617956
"农业收割，高铁运行，高楼耸立，塔吊建设，中国强，世界强。",0.060022456310272365
"副产品涨那么多，原料也该涨涨了。",0.6184777508821596
"豫杭果然名不虚传",0.03746373785349133
"""",0.580726231238968
"年纪越大越喜欢看收割机收割小麦水稻等农作物 感觉踏实",0.8911196503653113
"[666][666][666]",0.9940619041436943
"请你们来了[看]",0.25787621353716894
"刚开始我还以为是动画呢[鼓掌][鼓掌]",0.5434594946582658
"北京三环还有片麦田呢，仅仅土地价值几百个亿",0.9986174101154027
"麦田 bf 高楼[舔屏]",0.9997167882420064
"""",0.9962107768552049
"这不是你萧山嘛，钱江新城[捂脸]",0.12718820232398453
"豫杭实锤了",0.8447733843369465
"怪不得被称为豫杭[捂脸]",0.7942670893500386
"成都的麦子呢",0.0882745575553705
"难以想象[赞]",0.9704307321666129
"浙江是七山，两水，一亩田，浙江人民的勤劳与智慧[九转大肠]",0.5532372192604337
"来河南拍呗",0.15634391164113048
"在打20年螺丝我就可惜融入杭州了，加油[捂脸]",0.9032007301746598
"所以，科技再怎么发展也离不开农业的持续发展和坚定不移的支持！！！对待农民好一点！",0.5019158497711267
"不是农村出来的，永远都体会不到，这种场景和画面……！有一种悲伤的感觉[流泪]",0.9019566115860239
"真的佩服杭州抓热点的能力[泪奔]",0.86363781683989
"现在能不能烧秸秆 [互粉]",0.3901672536275651
"先辈们看得见！[感谢]",0.6184777508821596
"这块地是不是也快中不了庄稼了！",0.961931246695699
"最高的楼不是极氪汽车吗",0.06050524461305373
"这才是能上教材封面的景象",0.9876217565987129
"这片麦地是部队的吧",0.2695571043466092
"完了。杭州变临安了[九转大肠]他想回到汴京了嘛[九转大肠]",0.36529431728998984
""东北实施的去工业化很完美。[捂脸]直接把黑吉辽工农业大省，干成农业大省[送心]",0.00475542210768698
"感谢国家的东北振兴[左上][左上]我们现在GDP已经不如西北了。[送心][送心][送心]"",0.43942399868379056
"无数人努力的结果，伟大的中国人民！",0.0027753747347227797
"我们村要求各户对下一季农作物品种种植可行性分析写一份报告，我爸懵了[抠鼻]。",0.7846254667798221
"这里以前都是农垦地娃哈哈宗老下乡地方",0.7194834817444434
"豫杭实锤了",0.4694991923527899
"常州无锡这边种小麦的地方也多",0.388509714276406
"赶紧干，干完看你怎么回去",0.41137342686695366
