评论ID,评论内容,评论图片,点赞数,评论时间,用户昵称,用户主页链接,用户抖音号,用户签名,回复总数,ip归属
7157173689532105512,这酒窝我羡慕了[惊喜],,7,2022-10-22 11:29:28,用户8791010811902,https://www.douyin.com/user/MS4wLjABAAAAY9QI6hDMgxfuoHq5zik47JjxjPKzfAFMD8zXIlfvBho,89167846661,,0,河南
7156367978270049037,给力,,8,2022-10-20 07:22:53,英,https://www.douyin.com/user/MS4wLjABAAAAAJd_wyceDdVnXYE2JW9pEAPNs9FcelA0WvODsUCwuQb5-0LBpIRuHXxq2tKm4KP4,85430704118,,0,河北
7165101708531696384,好看哦[赞],,1,2022-11-12 20:14:09,贝贝好物分享,https://www.douyin.com/user/MS4wLjABAAAAf94YqDndF1In4PxR3B5OBx6qUNKm1Z_iJ1_lb0EZhCc,,"🍀 感谢你的支持 感恩遇见 💖                                            
🍀 好物都在橱窗里哦！💖             
🍀 无自用不分享每日分享亲测宝藏好物 💖              
🍀  提升生活品质幸福感💖",0,安徽
7156411767525376780,皮肤真好,,8,2022-10-20 10:12:45,小橘子⁵⁸⁸,https://www.douyin.com/user/MS4wLjABAAAAQW8sT_AcQQeWDVHKVXUsbbEogJaLzl-_iIWWW-CqmYo,,"💓每天分享实用好物💓
🚅视频里所有的同款商品，  都可以在视频左下角或者下边的  
✈️商品橱窗找到
🛵喜欢的话记得常来哦",0,湖南
7164909337521406752,姐姐好好看啊，肤质也不错,,3,2022-11-12 07:47:46,用户9077258073753,https://www.douyin.com/user/MS4wLjABAAAACYJBPr_BDECNV7OUydIf0Xi-vqLqy0yfhwFfRqyUy5Y,81776792162,,0,广东
7164908919633969927,姐姐[泪奔][泪奔][泪奔]发箍发箍，嗷嗷好看,,1,2022-11-12 07:46:08,用户7809920665727,https://www.douyin.com/user/MS4wLjABAAAAPL8wUgyIEQIvStoekakk8Z49Kj361xkUrFeyMSniR5Y,60241226031,,0,江苏
7164908818134991654,小姐姐，好漂亮[赞],,1,2022-11-12 07:45:38,宋伱σκ運,https://www.douyin.com/user/MS4wLjABAAAAyy3gD0NY1MGHgFvHojycqq2htlWQk1FdXtDt13rDtlw,,"🍀 想像风一样自由💫
🍀对口型唱歌💫",0,辽宁
7164907876787012392,@Aaaa6 真好看,,3,2022-11-12 07:42:02,Aholicㅤ,https://www.douyin.com/user/MS4wLjABAAAAWUTAah25NgbflvxtReZghAJC7y26e3OPBn9sOBCzf9ySqWZuPXdOAGmuV2NKvJcF,56397581537,恋人@Aaaa6💕,0,河南
7164906320634086148,皮肤也太好了。,,1,2022-11-12 07:36:04,小慧,https://www.douyin.com/user/MS4wLjABAAAA-XY9RsOqpjjkVzAMGzocmq6IJtobleQdkFFXfFk_q4I,,"🌸每天分享
好玩的，好用的，好吃的，",0,山东
7164903972104258335,好喜欢你推荐的产品[赞],,3,2022-11-12 07:26:57,A艾分享A⁵⁸⁸,https://www.douyin.com/user/MS4wLjABAAAAXZYz8JTgLMc-dMUUxVbV5cLLoZ8UMy47LnTTfP53GKQ,A100026017301,"@九零后宝妈❤️每天好物真诚推荐，感谢支持！
同款产品视频左下角可购买或在厨窗也有❤️
感谢支持#(๑><๑）",0,江西
7164898798249804574,虽然同在美颜下，但是你咋这么好看呢！所以还是底子好。,,1,2022-11-12 07:06:53,小敏儿⁵⁸⁸,https://www.douyin.com/user/MS4wLjABAAAAs1RbEG470F8URLejiTYtXNPU-PFXzCRjxmAPrDKi8C0,nm20228122,"💞每天分享美食好物
✨不想听大道理，只想吃美食
💦喜欢的话记得来关注哦",0,安徽
7164897390409909026,素颜也好漂亮啊,,2,2022-11-12 07:01:23,玺闵快乐无忧,https://www.douyin.com/user/MS4wLjABAAAAvMHCnyG79w6iXqp7UbYzAlav6e9NScQ5XfYHhAUV8Bk,83262439831,"80后全职妈妈，爱购物，爱分享
一边带娃一边在抖音创业
坚持把日常好物分享给大家
感恩关注，感恩厚爱",0,天津
7164888247457186595,白白嫩嫩的[比心][比心][比心][比心],,4,2022-11-12 06:26:00,月照花影,https://www.douyin.com/user/MS4wLjABAAAAFQsz4Ew5BZMn_TiKJm3daBUrxDHvreieAflyYJjPFX3KG0C4sYWBNwR4zYOQ4_58,88022735518,开心就好,0,辽宁
7164883798198895375,交个朋友吧！,,3,2022-11-12 06:08:55,小悠悠,https://www.douyin.com/user/MS4wLjABAAAAJR-rU0yzKzuLPXoxUhUZbWxqirCLdwQjDeDylEN6Z-3kg3opW-fI3a80PNtKZLIs,83190443741,感谢平台和所有喜欢关注我的朋友,0,安徽
7164806853166875424,像金晨,,3,2022-11-12 01:10:16,小常在带娃~,https://www.douyin.com/user/MS4wLjABAAAAP8UFuQhJYpnVVloMrWLPOdV0ny95LP8zo8DqAEjj288,fan20000824,天天开心🥳,0,河北
7164380802582463239,的漂亮就算了，皮肤还这么好,,3,2022-11-10 21:36:40,累了，想睡,https://www.douyin.com/user/MS4wLjABAAAAYCYyrJFMAvZCkau5xynV3r8uX8eoC6ZmlBNWvROR0qc,,,0,广东
7164367773992321796,漂亮,,4,2022-11-10 20:46:06,冬箑夏裘,https://www.douyin.com/user/MS4wLjABAAAA1G-z_XWsFcqg2_GeImvJt3529hPmDt1S07xCl4vCOZ0,,天下事，岂能尽如吾意，心境须恰适，尽其在我，随遇而安。,0,四川
7164340976693068559,一只顾叫你把他删了,,3,2022-11-10 19:02:08,🌈一,https://www.douyin.com/user/MS4wLjABAAAAdUuY6id2D5cKcFWUTGbRm8q3lIQVXYxjEJAE12G_aTo,,真心瞬息万变 爱这条路 山高路远全凭良心,0,贵州
7164252803497886472,咋就那么漂亮呢,,3,2022-11-10 13:20:03,陌陌 💋,https://www.douyin.com/user/MS4wLjABAAAA31KoK1MjQpK0Iy0JZ5JNEarulmh2WQvcaAfUR2TXuO0,,"-欢迎光临陌陌❤的小小世界-
 时尚｜穿搭｜好物｜分享｜
 👗好巧 你也热爱时尚
 🧥每天分享时尚穿搭",0,湖南
7164234481711186725,天生丽质[赞][赞][赞],,4,2022-11-10 12:08:50,茉莉带你吃喝玩乐,https://www.douyin.com/user/MS4wLjABAAAAPC03_IxchnOjgxegYRB6lWc8px_Z4v7a2TdWZ2CD3Y0,,"🌸🌸茉莉来为您推荐美食美景🌿
🌹🌹一个爱羊毛的小女生☀️
🤙🤙点击团购下单更优惠👍",0,湖南
7164195376597467945,皮肤好好哦,,5,2022-11-10 09:37:15,宛若轻风,https://www.douyin.com/user/MS4wLjABAAAALDP64Gr7I6G6TRKC2fnt9W56mMoKnUqSYBLMaywq0zE,,爱财爱已，风生水起。,0,云南
7163978074299777829,身材好就算了，还这么漂亮[比心],,3,2022-11-09 19:33:53,💋米粒宝藏屋,https://www.douyin.com/user/MS4wLjABAAAAJFaULXhNVaw-5538J8IVB-3FHMMFCctA1ShPoryxJrk,,"💋💋大家好，我是小米粒，
💍💍感恩抖音平台，感恩相遇
👑👑优选好物，用心分享每日更新
💄💄如有侵权，私联删除",0,云南
7163905593076679455,这皮肤爱了[大笑],,4,2022-11-09 14:52:37,招财小豆包💕,https://www.douyin.com/user/MS4wLjABAAAAFR3ChVOqcOzxcnqMRwTJlm0KRviYUPTStXQGx2n8MXE6ioBN3ato1E3ezfJLKGbf,700700ddyy,"请你努力 为了自己👸
奔赴心动 热爱 泛着光的日子💓",0,山东
7163905557429928741,长的也好看，身材更好看，妆画的更漂亮,,4,2022-11-09 14:52:32,素素(●—●),https://www.douyin.com/user/MS4wLjABAAAAhmDFm_NEmFyCmDna-WPYwpPmsWuvxALJ2A49bQ1zVWM,,"⚽️谢谢你的关注
⚽️好物都在橱窗里哦👇
⚽️每日分享实用的好产品
⚽️所有问题，请及时找客服
⚽️24小时为粉丝宝宝服务哦",0,浙江
7153191962986890021,求耳环店铺,,51,2022-10-11 17:58:15,chiyi香菜,https://www.douyin.com/user/MS4wLjABAAAApuIYDTiTKoyxeW3tG4C1OJT8sLPrF6nxqdEABXA3C5k,50994130963,,3,广东
7158208648186561288,好漂亮,,11,2022-10-25 06:25:42,个人千秋,https://www.douyin.com/user/MS4wLjABAAAAHBgL2ttpjOIUWqCx0FhDn_FmNI5kF21hRmYei8jDDsM,JR19980818,"我是佳融好物
90后两个孩子宝妈
每天分享母婴好物",0,江苏
7157282983731495719,皮肤真的很不错[赞],,9,2022-10-22 18:33:29,辛伊,https://www.douyin.com/user/MS4wLjABAAAAg7SzkuX28JDDPywa3cj8cgA1qMUCEoONWG60XEtZo-8,,"❤️一名80后宝妈🌈🌈
❤️爱生活，爱分享，爱购物
❤️只买对的，不买贵的
❤️我负责分享，您负责欣赏
❤️如有侵权私联删除，谢谢
❤️所有售后问题可联系客服，好物持续更新中~
❤️感恩遇见，感谢抖音绿色平台",0,四川
7156195139769336617,皮肤水润有光泽[比心],,11,2022-10-19 20:12:08,雨的家,https://www.douyin.com/user/MS4wLjABAAAA7tvrSViesIZbFjSOLrmAhi2NOMhzzhi5mSXyH8PhdEw,,,0,河南
7161336723367854879,有的瞬间像张柏芝[舔屏],,3,2022-11-02 16:44:08,娇滴滴嘟女王,https://www.douyin.com/user/MS4wLjABAAAASzGXkN_Yqc2BBVaUF68sX19nOAlgYXrj4iXzEBfk3ac,,✌︎˶╹ꇴ╹˶✌︎,0,宁夏
7157252329392292649,好喜欢这个哦,,5,2022-10-22 16:34:34,姚和,https://www.douyin.com/user/MS4wLjABAAAAribxP4fb4dhnETG2bcbgXNGqGfThanz-IqdzTNXxfqk,ZQ542923,感谢抖音官方提供平台！不定时开直播,0,江西
7156412129691501327,季节你要最美的,,6,2022-10-20 10:14:14,华,https://www.douyin.com/user/MS4wLjABAAAAQL2fNMohz6SFC8DU_1CKJJ9OJAhEbcq51G7f4uAQnm7BW_oOU6yp6JusUkdknWLy,56148923974,,0,山东
7156106270944494349,：好哦洗衣机墨迹,,6,2022-10-19 14:27:22,糖糖美妆铺,https://www.douyin.com/user/MS4wLjABAAAAO4VXFhaB9dSwFYpkjp7RD4gTmOpXWdaN0k2wK7nYQQM,258xx2468,"💖感谢抖音平台💖感谢各位朋友💝                                
你们看到的商品在视频左下角小黄车
或者到我的商品橱窗购买！
💖每天分享优质好物！",0,内蒙古
7156413432412029727,打开抖音就是你，缘分,,8,2022-10-20 10:19:12,蕙心＇,https://www.douyin.com/user/MS4wLjABAAAAoNzLVCMOHdkSzgtuzMPGtu3mqNAkZs2tF5SCGEonHBo,,"热爱生活，热爱淘日用好物；
感谢关注和支持我的亲们！💖你💖你💖你🌹🌹🌹
每天分享发现的日用好物😉😉
有喜欢的，请点击下方小黄车或者我的橱窗👀",0,新疆
7156780071465091880,哇塞。好美呀。,,9,2022-10-21 10:01:58,用户6217008520277,https://www.douyin.com/user/MS4wLjABAAAAFcrUVssjweJaDr0ULvOPDa4H9r7kGFi68XQG3hx96yM,49749739869,,0,四川
7156187179026236173,羡慕了,,10,2022-10-19 19:41:13,用户6956662382911,https://www.douyin.com/user/MS4wLjABAAAAgWXULYubnAdoAHmcX4Vd4n9PeyCowklyRTgkGsVKBudg4EXyEpUzyY-e0ryXZVUp,46358759081,,0,河南
7156370490080215844,漂亮,,8,2022-10-20 07:32:43,🧡猪小花,https://www.douyin.com/user/MS4wLjABAAAAKzRabzzubQO8rKO5eZ-QjywChJAZO1GUba4RgiPMacA,,喜欢简单的事干净的东西和清楚的感觉,0,湖南
7158002103753917218,我觉得自己皮肤没救了[流泪][流泪],,7,2022-10-24 17:04:03,用户1608919497628,https://www.douyin.com/user/MS4wLjABAAAAwUnKAGtlAUw1U4GUSZv-kVne0UcrOlCyIxFj-1VAFuM,43738381911,,0,湖北
7158074554173932318,好精致的妆容呀！真漂亮,,5,2022-10-24 21:45:11,丹丹吖,https://www.douyin.com/user/MS4wLjABAAAA6Aod5oSoH_IPwGN-Z11aQMrUHwuw5hdicEaj_LPxCh0,,"🌺爱生活 🌺爱分享
🌹每天分享优质好物
❤️提升生活幸福仪式感
🌸只买对的  不买贵的
💐谢谢你们的喜欢",0,广东
7156316070806356770,漂亮,,9,2022-10-20 04:03:12,🥀໌້ᮨ俗꧔ꦿ࿚໌້ᮨ人ℒℴѵ,https://www.douyin.com/user/MS4wLjABAAAAPyooIqV6Wki2pLZUP16Dbs38LD0t88s_XLbYyxlQQjU,135246789dpab,,0,山东
7159856180490502950,戴了美瞳吗？好漂亮,,4,2022-10-29 16:58:49,燕子⁵¹¹小剧场,https://www.douyin.com/user/MS4wLjABAAAAaHkX2R3cOC9PGVlmeCMqee0RhZuArxVqT_vi1JoIIzE,akbkyclyc,"🍑爱生活，爱分享😘
🍑感谢抖音平台 ✨",1,江苏
7156342907703771942,好用,,8,2022-10-20 05:45:54,春暖花开。y,https://www.douyin.com/user/MS4wLjABAAAA_IhuKZhidLqnA9BoBETsHPBDT-e3UdNyzGWcwKC-yews7TpdH1xGke-vFa4iqpV9,yonghuy34099,大家好我是丷y,0,湖北
7156110928748397320,好精致,,6,2022-10-19 14:45:28,潇潇,https://www.douyin.com/user/MS4wLjABAAAAZ5p_szLQM2JM2nke-SSxXr1Ciu0K-WIVzdD-2QjAvmQ,,,0,陕西
7156747645002760990,美女你好漂亮啊,,8,2022-10-21 07:56:09,米兰香优选,https://www.douyin.com/user/MS4wLjABAAAA2z3XpwV3xppf3XqlMK5-34VqJM2COFYoFMEoAg_aA8pNfXrvtFBqwEgxM1Ippvhy,mlx36911369,"❤️我是米兰香🌹爱生活🌹爱购物❤️
❤️感恩抖音平台🌹让我们感恩遇见❤️
❤️每天分享新鲜实用居家有创意好物❤️
❤️提高生活幸福感❤️",0,河北
7157258980577788686,好漂亮,,6,2022-10-22 17:00:25,周小姐⁵¹¹,https://www.douyin.com/user/MS4wLjABAAAAPza7ZIaOU77WnNQOp2ALInOkR9bVuPFQoFovH0rwu6g,,"❤️视频每款都是精心挑选、用心分享。
❤️每日更新，感谢大家的信任与支持
❤️尺码纠结、任何售后问题可联系客服
❤️感谢你的关注🌹🌹",0,广东
7157092169975055138,好有气质的姐姐[比心],,9,2022-10-22 06:13:26,是敏姐呀~(首播筹备中),https://www.douyin.com/user/MS4wLjABAAAAKSf7D7pe8uYxOf6KE_TEvX8yWeazxHP-avroa2DPJyU,,"❤️大家好，我是敏姐，90后宝妈
❤️一边带娃一边来抖音创业
❤️爱好网购，喜欢分享
❤️感恩有您，感谢一路陪伴
❤️过够了手心向上的生活
❤️谢谢大家这么好看还关注我
❤️shi频同款商品链接都在下方👇🏻❤️ 推荐商品",0,江苏
7156799590078481186,好哦洗衣机墨迹[送心],,7,2022-10-21 11:17:45,用户8620336797680,https://www.douyin.com/user/MS4wLjABAAAAUCeKr03f4PKY0Tj5PC1gdhLxiiLyl2zxx9ZmII_PdF8,80782742473,,0,广东
7156787812644635425,高级感这方面，还得是我香秀啊[泣不成声][泣不成声][泣不成声][泣不成声],,7,2022-10-21 10:32:02,人间有爱105,https://www.douyin.com/user/MS4wLjABAAAALmPxlnCGPJMOAJLUoEzrwLAKksyilkuRJuOjvoYhhW8xyAa16YS1KKt2iyasJo6F,90947818802,50出头、有责任有担当的男人，热爱生活，传播正能量,0,河北
7156342955833525026,哇，又刷到你了,,8,2022-10-20 05:46:10,FF,https://www.douyin.com/user/MS4wLjABAAAAC8h1dbNudVGo2EshkFrmAjXrhFBbe-bTGjR3S3VPXEs,FF56211,七O后的老阿姨，下岗来抖音就业，对生活乐观，喜欢分享，橱窗里的商品都是我精心挑选，好物都在左下角橱窗里，感谢粉丝宝宝们的关注。,0,内蒙古
7156359855611380514,好美,,8,2022-10-20 06:51:28,用户4236282768855,https://www.douyin.com/user/MS4wLjABAAAA2WyCO5eNj6W5CvFtIdStuqPHzC9Zm90_yQ3f9bRHfH0,91219558702,,0,IP未知
7155892090210878238,女版张彬彬呢像,,5,2022-10-19 00:36:25,困困魚🫧,https://www.douyin.com/user/MS4wLjABAAAAIX0EOsPMJnFm7QchRHkMxBt1gOnFMSVsyFoMcBzed88,90516z,@好困😴👈我的好宝宝🍼,0,黑龙江
7156080836823286539,很高兴认识你,,5,2022-10-19 12:48:36,小赵赵,https://www.douyin.com/user/MS4wLjABAAAAYX9hNaxPTfXPoajNN2OIPumL2ISeiT1ucPp_gtKAbRs,,阳光乐观的灵魂，相信笑容是最好的解药。,0,北京
7156087127511450371,漂亮,,9,2022-10-19 13:13:01,杨梦,https://www.douyin.com/user/MS4wLjABAAAAz9IW1eQQKDvQA5w6m8Uk8lkRvuk_csw9KYyRUMoI3nUf8dJY4HoRzKkuhTdXWRch,meng9998881,"感谢大家支持
好物分享
下方橱窗",0,重庆
7161320874938450696,想要发枯,,5,2022-11-02 15:42:37,阿姨姨66,https://www.douyin.com/user/MS4wLjABAAAAitI_chPoUzih-E_maZQF6XSPnGchu7QaF7U1wuBKnQQG1ceCPKJP0OvvTMA2FcwC,maxue41,,0,吉林
7157239333375968032,大美女，好看[爱慕],,11,2022-10-22 15:44:10,很爱🌈小白,https://www.douyin.com/user/MS4wLjABAAAABOcpHJ1wV1VmU4whHdy92uo9Vu-eOO2iUZ2yqry-hDk,Shaoyan.888,"🎃每天分享一些实用好物
🎃承蒙厚爱 不胜感激 感谢陪伴
🔍好物都在橱窗，只买对的不买贵的
💁🏻‍♀️所有商品都有售后和退换服务",0,广东
7163880126236558114,真的好用吗？哪位姐妹知道,,4,2022-11-09 13:13:50,萌萌丫,https://www.douyin.com/user/MS4wLjABAAAA257B2Mi6bDVm_zDVkqC2iIlOWU3lxanT1PFspGeaFJnbbmvg7n4MgTgFiuO825yG,44910983003,"✍🏻90后普通宝妈，家有两宝
💖感谢抖音平台，感谢大家的相伴
🌹每天分享优质好物，感谢大家支持",0,广东
7163879659100029733,自从有了抖音，人家在演，我们在看，人家赚钱，我们耗电，看完以后，人家数钱，我们充电，人家发财，我们没变！[捂脸]认同吗[鼓掌],,3,2022-11-09 13:12:00,花姐★喜舞爱绷脸（拒私聊）,https://www.douyin.com/user/MS4wLjABAAAAmQc8I4FuHovOac5Lp9LDFXuqMw-9v3XsOGZQBfGmw5A,jxj1689,"站在属于自己的高度
看自己该看的风景画
          然  后
再努力属于自己的未来✊️
跳自己喜欢的各类舞蹈
喜欢的记得关注和互动
感谢抖音绿色平台通道
 （非舞蹈专业哦🤗）",0,甘肃
7163867782543082274,漂亮,,3,2022-11-09 12:25:58,彤彤好物,https://www.douyin.com/user/MS4wLjABAAAAzjD88J2sFiIScfSrJhKh_dYMC1utNzkMwBJHGFz2wOdYuqtbsx4o3wZdI73Crmrb,48821913289,"🌹每天分享严选好物！
🌹爱生活✨爱自己✨爱大家！
🌹有售后✨打开商品任意一个链接联系客服！🥰🥰🥰",0,浙江
7163864425896133417,好好看,,5,2022-11-09 12:12:55,用户6092520595094,https://www.douyin.com/user/MS4wLjABAAAAxY-k6c65MkSR6zyYrWd9jB-7LkLirqokkkjQHjpqHVo,72471472335,,0,广东
7163857136006808331,@佳. @Aurora 🏵️ @Mia @汤园儿 @🌈🌈🌈lucky  tfh 我觉得她特别好看,,4,2022-11-09 11:44:37,好运莲莲,https://www.douyin.com/user/MS4wLjABAAAAdSnRjBd4usnzcihaRXc7uUWRP9v4H1Rs5UM6cz9KKFcXzriy8lxT8xwiNSAXpqyD,63538904686,,3,天津
7163852193081443087,漂亮,,3,2022-11-09 11:25:25,飒姐要塑形,https://www.douyin.com/user/MS4wLjABAAAAWJusjQjEq9MoPdYOKsO1hiLoDlMld7nGHDDqwo3s-JI,,"居家健身👉🏻你合格的运动搭子
👄身高163cm/初始体重128/ 这几天99
⏰直播时间 1~6 晚7:30 壶铃燃脂塑形
👭跟练的姐妹可以点个关注，在主页申请加入我的群聊 一起变美 变瘦 变好看💪🏻
💚视频同款自用好物在👇橱窗👇",0,广东
7163823173686428430,咋长的，身材好不说，还那么漂亮[赞][赞],,4,2022-11-09 09:32:51,用户9489294904843,https://www.douyin.com/user/MS4wLjABAAAAb1tfGzYbJxv3k_0xuBzBg63xeDbm07ToeHfzwf0ReT48ME8k1x0D2A3WeEvm4QUI,52807223911,,0,山东
7163780480533742376,好好看,,4,2022-11-09 06:47:19,霜霜吖,https://www.douyin.com/user/MS4wLjABAAAA1TgOrjEHnizDYUg4J0lQ0kFBOj0EINm1ZX-VWOR548M,,"🎁爱购物，爱分享，爱生活
❤️每天分享自用好物，感恩抖音平台
💖所以售后问题可联系客服，好物持续更新中",0,山东
7163706318921958157,第一眼看成金晨了[捂脸],,3,2022-11-09 02:00:03,用户7202393733543,https://www.douyin.com/user/MS4wLjABAAAAoShdhr1EEPaDxahs2qaNu8di8HKGh8G_M7NkIDacXCDZ32RNCtrJYBPooDgSjSaS,95843005415,,0,贵州
7163697271254385423,皮肤状态好好,,5,2022-11-09 01:24:49,用户5773601202052,https://www.douyin.com/user/MS4wLjABAAAAs4XX9-aKdTYf2saV4tEfPudjeXNFGn058ggf4e017i4,91624041768,,0,山东
7163680245320450850,好好护肤好美呀[呲牙],,3,2022-11-09 00:18:21,娇娇,https://www.douyin.com/user/MS4wLjABAAAAzxy3wqQ8hGnW3nqohUrW7KBNsvTWk6X-jV6aGafd1MQ,jiaojiao919665,#天然呆,0,广东
7162902748484207360,这酒窝,,7,2022-11-06 22:01:04,小毛豆,https://www.douyin.com/user/MS4wLjABAAAAYx3ahbc3D6dV5uc81rYy4Cn_yA9wuNFBPRICCfhcClE,,,0,云南
7162858682879296290,姐姐[舔屏][舔屏],,3,2022-11-06 19:10:05,孤僻忧郁小学弟,https://www.douyin.com/user/MS4wLjABAAAAPoXZc42OdV1Vg7deaAt1AvEQA2b44Tc7qdLR003QQwk,,@张小五,0,河北
7162494845662806820,@您的慈父 怎么长成这样子啊[舔屏],,3,2022-11-05 19:38:11,少吃一点点🌸,https://www.douyin.com/user/MS4wLjABAAAA2RroC5t2p_6YNECZB8pqIPQUCh3FLxz6Pet6M8fbMng,,,0,广东
7162491537849729792,@小馒头片子 @AAA钮祜禄·玫瑰一枝花开学封校大冤种 太zun了,,4,2022-11-05 19:25:21,饺饺捏,https://www.douyin.com/user/MS4wLjABAAAAJnhTuCVMK7YXwxG1meo_zMBeJB38jspjzdQV2SNThr4,,,0,辽宁
7162491214772011779,发箍爱了[比心][比心],,4,2022-11-05 19:24:07,🌈柒玥💞,https://www.douyin.com/user/MS4wLjABAAAAVOtLH_JScu-BVH3oPVv0nOZSeFtc72OVj7fG0ZUcOts,1513208327wj,"💗爱生活，爱分享
💗每一款产品精心挑选
💗好物都在橱窗
💗感谢粉丝们的支持",0,河北
7162409127317406494,@Deku @阿越 @T&T [舔屏][舔屏]看美女,,3,2022-11-05 14:05:34,荻荻diii,https://www.douyin.com/user/MS4wLjABAAAAsdgDW7-cjQebKBESP31WTq7Ol6IAA8UMcVpczk33Lu4,di20412,@Dididudu,2,贵州
7161792296223818527,不错,,3,2022-11-03 22:11:57,꧁雨夕꧂,https://www.douyin.com/user/MS4wLjABAAAA29yEbsqnD0IxBDQ7GKCqNRs0zI2GhbU_ExCnk3z-ho8,yang625822,皆是人间惆怅客，岂有岁月可回头！,0,广东
7161459559369114382,这颜色，简直太好看了吧[比心][比心][比心],,6,2022-11-03 00:40:59,王*娜,https://www.douyin.com/user/MS4wLjABAAAAqLjCyEBbKvZyH7GeGpEjb-A7OgvA3-SNhRVgORTgrnk,dyylyf3sdzi0,喜欢听音乐,0,广东
7161448028799451945,漂亮,,4,2022-11-02 23:56:05,@💞傅可儿 💞,https://www.douyin.com/user/MS4wLjABAAAAfTMJGfIEmaO7FR12GPWTMpOZO8YiBn1WDGQDFuzdjf8sdj9GjMpCt8xg5jkHv2A-,37656141855,祝自己好运,0,河北
7156366153907143428,面霜看起来不错[比心],,9,2022-10-20 07:15:46,凌距离🍃,https://www.douyin.com/user/MS4wLjABAAAAa1uQkeymL_LXj1OT0boGY3vMym_Ho-jV_my4Oo5NboY,LQGN0809,“要在不愉快的日子里 搜刮生活藏起来的温柔.”,0,广东
7158011322108936992,这是最最最好看的女人,,12,2022-10-24 17:39:49,与风说，心事,https://www.douyin.com/user/MS4wLjABAAAAaAfDxYEchcx1x-5skEscdSaOikwkCG9-ukAs5Yillno,LFYSXK520,走更远的路，成为更好的人,0,广东
7157906957788381990,好有气质,,7,2022-10-24 10:54:52,珊珊优品,https://www.douyin.com/user/MS4wLjABAAAAkblZevRId6kDZumrAUlf-zJmQkanFobylrPohZYZ5Yw,,"🌸90后奋斗女青年
🌸爱生活，爱分享
🌸感谢抖音平台，感谢各位朋友
🌸每天分享优质好物",0,广东
7156800705490354975,冬天还是要用面霜的,,8,2022-10-21 11:22:01,小小鱼吖,https://www.douyin.com/user/MS4wLjABAAAAYEw7uaH_qJuIe6qau2s1nlappLmfhNcnze0HhG1XD_N8qshKSFTc1YuJFkiF74Si,67846221601,,0,广东
7157170871425319683,女神范十足,,10,2022-10-22 11:18:29,圆圆有点闲,https://www.douyin.com/user/MS4wLjABAAAAlG2fppz2PkPSYJerq2C1hkR-thb1bt4dloiZuFU9SFc,yy45993,"✨每日更新实用好物，提升生活幸福指数
✨ vs厂家源头，好货直发，一件批发价
✨视频同款商品都在下方橱窗
✨感谢您的支持",0,重庆
7158256424275231495,看起来不错[赞],,9,2022-10-25 09:31:05,用户5426691904593,https://www.douyin.com/user/MS4wLjABAAAA8-YZXX6VEU8CFHTfG5sm0As4dYBX-sN6ZT2bIF0dsc0,80284080291,,0,山东
7155960876624429839,[OK]这世界上有那么许多人，可是他们不能陪着你回家。,,4,2022-10-19 05:03:40,爱吃香菜的喵,https://www.douyin.com/user/MS4wLjABAAAAu8hsVu4Xq4IWTNbKrZ_enkTGbuvb7pavIVb7jz52eo4,,"如果不是为了柴米油盐，
我猜，每个人都是浪漫的。",0,上海
7156772167161414432,本来就好看，这叫自然美哦[鼓掌][鼓掌][鼓掌],,4,2022-10-21 09:31:22,杨姐优品,https://www.douyin.com/user/MS4wLjABAAAAmvc3ZfqWTquVwKvfZr3or-Tk4oA-qPts6-UHNvWGeGM,,"❤️爱生活，爱分享，爱购物。
❤️只买对的，不买贵的……
❤️感谢抖音平台感谢各位朋友。
❤️所有视频同款点击左下角小黄车下单即可。",0,山东
7155006397896885028,有的像那个模特,,10,2022-10-16 15:19:13,鸣鸣好物,https://www.douyin.com/user/MS4wLjABAAAAxuwZH6yRkQP-1CKAXwZK3oNUZAvqxyh24ahrPu6emiGfkcLN7bG4UBK-EC99E8Y6,55116146389,"❤️佛系带货
❤️售后问题可随时咨询客服❤️",0,江西
7156140031130747679,皮肤好好👍,,10,2022-10-19 16:38:17,七囍好物,https://www.douyin.com/user/MS4wLjABAAAAGmEJ_R__seRcIfK_-6g4aoxqxvzPcIiu84_zsFa0O1Z7OvmZR9rlUyBBaHaKl2cc,XL19831007,"🍀我是来自安徽安庆80后宝妈做好物分享
🍀爱分享、爱购物、爱生活
🍀感谢信任与支持 好物都在下方橱窗
🍀如有侵权请优秀的你私联删除",0,安徽
7156184905859859215,好有气质,,7,2022-10-19 19:32:23,西容好物,https://www.douyin.com/user/MS4wLjABAAAAomQUarrB-C0FNW2yR0GP1mhDyWP53ltzfWWYaitkU9I,bupachikuden86,"❤感谢抖音平台，感谢各位朋友
❤你们看到的商品视频在左下角
❤小黄车或者到主页橱窗👇👇购买
❤每天分享优质好物
❤请大家放心选购",0,四川
7156436745935766310,好美,,7,2022-10-20 11:49:42,夏夜@,https://www.douyin.com/user/MS4wLjABAAAAsEOB6V8IpIA_JR7QNLnFlas9dHync4adj1otdYtCBGk,JiaoJiaoric,,0,福建
7156035475839828751,这个拍的真不错,,6,2022-10-19 09:52:36,东坡人家,https://www.douyin.com/user/MS4wLjABAAAA7QoZdIsxGBfmoX0uKdTH-9goE_Um1E-d8xVQe96wiAA,,,0,四川
