评论ID,评论内容,评论图片,点赞数,评论时间,用户昵称,用户主页链接,用户抖音号,用户签名,回复总数,ip归属
7452462489238913851,梦幻一般的场景啊,,0,2024-12-26 05:20:52,一桑,https://www.douyin.com/user/MS4wLjABAAAAYuxmgL5W_KjKs1tR_vbx45Qt_mZvNuitpo_l4HpV0H8,,,0,陕西
7373899143536821019,等等，杭州种小麦？？？,,65,2024-05-28 12:14:49,萧县薛天强「餐饮日记」,https://www.douyin.com/user/MS4wLjABAAAACsqi49QxlDQjMDqrdsbawngghKJfu5goudXl1dse5n02bCudw9IJ-1leeSi3UyBk,xxrmyy.st,餐饮从业者，一起学习 相互交流,57,安徽
7373285847305044788,我怎么感觉是沃得的广告[捂脸],,2,2024-05-26 20:34:54,博工工具,https://www.douyin.com/user/MS4wLjABAAAA4TDp2o0V0W2b4X_mbHOPRUBEkFAwmy3syZcjJSvZ7aaqrXoFj3ckR1Puyf19P2E4,Bogong2010,,3,江苏
7373228308265485096,浙江有些地方也种麦的，不是全水稻，望周知[捂脸],,16,2024-05-26 16:51:37,旅行的小河童,https://www.douyin.com/user/MS4wLjABAAAA-Q8YjVMuOcKoQcfW-8w_ZqrBunWajFnLAc3KAccpjdo,,我想试试不充值能有多少粉丝喜欢我的视频,21,浙江
7429354892126995219,[加好友]cbd与麦田能那么近，真漂亮,,0,2024-10-24 22:51:27,peng_41,https://www.douyin.com/user/MS4wLjABAAAAd9PozI2F9GHqRjkrTXscsO9GEOlRsuNp9qoFmYjF8GGpsdoJggtbEqxa_m526tRD,20682419202,东方大国神秘力量,0,广东
7457398146092909331,这首是金华音乐家施光南的[碰拳],,0,2025-01-08 12:33:35,浅觞☭ ❂,https://www.douyin.com/user/MS4wLjABAAAAzrIYRzQVSjVtkJJdTk3BkFZh9WLViRzeX6wd2atf3SM,qianshang23773,,0,浙江
7374609305645237033,小学课本里的画面。[呲牙][呲牙],,3,2024-05-30 10:10:36,安康幸福,https://www.douyin.com/user/MS4wLjABAAAAMY9ouWog12fHaZe_sTdBKFjVRApX8E9UHW2S-DBGpZg,,解决问题。,0,河北
7382428110526284570,十几年后都是楼房[捂脸],,1,2024-06-20 11:51:32,其元,https://www.douyin.com/user/MS4wLjABAAAA_a8Epu6ORtQYmUmI9e8b7MLil9dkBzCBE_FQ7cED4ZQ,qiyuan9981,"承接石膏，墙面找平，划腻子粉，涂料，乳胶漆，油漆。工装，店面，家装简装等！一次合作终身朋友！以诚信品质发展。
                           
                               🇨🇳👉 忠孝礼义善👈🇨🇳",0,浙江
7378333778823676712,中间那个是极氪吗,"['https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/8bec4f80cd984ad9b1eb3728e116b365~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739890800&x-signature=IBywla1s0rgn4ft%2BZ2QLOXHRbjY%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025021817560231DAFE9D3598FE0DA085', 'https://p11-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/8bec4f80cd984ad9b1eb3728e116b365~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739890800&x-signature=ZHQZrwvSm7XPsoFIb7%2B6ZrACP%2BA%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025021817560231DAFE9D3598FE0DA085', 'https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/8bec4f80cd984ad9b1eb3728e116b365~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739890800&x-signature=sI%2F48sy%2FwHgLXwkM6WjU0ie1%2BHI%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025021817560231DAFE9D3598FE0DA085', 'https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/8bec4f80cd984ad9b1eb3728e116b365~tplv-p14lwwcsbr-7.jpeg?lk3s=7b078dd2&x-expires=1739890800&x-signature=%2FAA2emlMcpGjRqu6yu8sWFi4WV4%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025021817560231DAFE9D3598FE0DA085']",3,2024-06-09 11:03:29,单反,https://www.douyin.com/user/MS4wLjABAAAApRuaGp1vJtA7RSxEE5C-hKG3Mc7l6s6f3_nRUk_p8G0,,"啊哟看
兄弟：@避風港 @KSGF 2.0 @忆深情暖处 @雾散晚秋 @ღ执念 @7win' @辰逸 @老图 @我做我的神",1,安徽
7373707986031084327,做成语文课封面，简直太美了,"['https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/bd0c921796a8439da472d7167d5bf750~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739890800&x-signature=hlK0NobV1LYUP5Rhy0vphLSxYDk%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025021817560231DAFE9D3598FE0DA085', 'https://p11-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/bd0c921796a8439da472d7167d5bf750~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739890800&x-signature=UicpXKwINCxV31usXEc%2BKZVNbpA%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025021817560231DAFE9D3598FE0DA085', 'https://p9-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/bd0c921796a8439da472d7167d5bf750~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739890800&x-signature=69kpsuyWUXFi%2FGf5otac7E43EGE%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025021817560231DAFE9D3598FE0DA085', 'https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/bd0c921796a8439da472d7167d5bf750~tplv-p14lwwcsbr-7.jpeg?lk3s=7b078dd2&x-expires=1739890800&x-signature=YxRLO%2FkQZNm7y27IN6tb1nm%2FaWc%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025021817560231DAFE9D3598FE0DA085']",894,2024-05-27 23:53:06,价值哥,https://www.douyin.com/user/MS4wLjABAAAAyh2uEvE5z85IX644eADkO_uM1ytMworrCu4f4dnQ1BA,,敬岁月如流，敬长风如歌，敬过往，敬未来！,38,内蒙古
7383294236307407628,这是郑州吗,,2,2024-06-22 19:52:35,常州市旭鹏环保,https://www.douyin.com/user/MS4wLjABAAAA-JfwEkdkoLqI5rbfjLD-75EBbyOAv4lLoScE5sxNU78,,本公司生产，移动喷漆房，喷砂房，打磨房，活性炭箱，喷淋塔，湿电除烟器，布袋除尘器，催化燃烧，通风管道，及生产销售安装一体厂家,0,江苏
7373838170515407642,四个现代化而奋斗[比心][比心][比心],"['https://p11-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/1cacf7bef75f4fc3b3cfedf29247ce17~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739890800&x-signature=XgOfs%2F8wmvHA%2FQDHpXypth4a6Rg%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025021817560231DAFE9D3598FE0DA085', 'https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/1cacf7bef75f4fc3b3cfedf29247ce17~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739890800&x-signature=r%2B271um56amkAt89wNnmk%2FycV2w%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025021817560231DAFE9D3598FE0DA085', 'https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/1cacf7bef75f4fc3b3cfedf29247ce17~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739890800&x-signature=jSrdQi0jT%2B5TRR5dVT7LtR1yDys%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025021817560231DAFE9D3598FE0DA085', 'https://p11-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/1cacf7bef75f4fc3b3cfedf29247ce17~tplv-p14lwwcsbr-7.jpeg?lk3s=7b078dd2&x-expires=1739890800&x-signature=bN4vNxoMh3YLeUR4HoDaLt5mr6I%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025021817560231DAFE9D3598FE0DA085']",3,2024-05-28 08:18:13,松月清风,https://www.douyin.com/user/MS4wLjABAAAAloZqDvSE_Dkw6SC1LCFrMeixpLOQNbd15pq5cRPhYaw,shishangying55,,0,浙江
7373836434187518759,,"['https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/71387de42ff94c7daf5eb3af19278b7b~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739890800&x-signature=gFYltWBndNopTsiHvASa2Q0XH3Y%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025021817560231DAFE9D3598FE0DA085', 'https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/71387de42ff94c7daf5eb3af19278b7b~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739890800&x-signature=kb6sDDLlS5JaA2r%2BG%2Bk6UPXZV1E%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025021817560231DAFE9D3598FE0DA085', 'https://p11-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/71387de42ff94c7daf5eb3af19278b7b~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739890800&x-signature=CY%2B3GxapWO9vKm2TaPSMrIP8Tq8%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025021817560231DAFE9D3598FE0DA085', 'https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/71387de42ff94c7daf5eb3af19278b7b~tplv-p14lwwcsbr-7.jpeg?lk3s=7b078dd2&x-expires=1739890800&x-signature=iEcpKVmyWD2k1BmzXHo5VptHyuk%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025021817560231DAFE9D3598FE0DA085']",3,2024-05-28 08:11:32,晓博 ,https://www.douyin.com/user/MS4wLjABAAAA2iyTC_dgWgDaKMIjunj1XAuUgMANkWlTLNEmvNnnoxE,,拾忆坊文化传播,0,陕西
7373694382073398035,大成都的环球中心，同样的风景，这是种花家特有的CBD风格,,2,2024-05-27 23:00:13,心安既是归处🦋,https://www.douyin.com/user/MS4wLjABAAAAMA1pI2bLzy7Tgp6vDGzxWSCamct1dC6OT3_Zwcot8ZY,foils880,你所见即是我，不辩驳，无对错。,0,山东
7373953504115639050,这不就是我们当年小学课本描敘的样貌吗  实现“四个现代化”  我都看哭了  我们这个民族一路走路太不容易了,"['https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/e06782c020f34301bbf4fe1d559cbbfa~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739890800&x-signature=W3NIjomh6347xovTno3%2FPQkZ8Eg%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025021817560231DAFE9D3598FE0DA085', 'https://p11-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/e06782c020f34301bbf4fe1d559cbbfa~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739890800&x-signature=iCgHli3149lJsdPmsOZUYmAtLik%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025021817560231DAFE9D3598FE0DA085', 'https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/e06782c020f34301bbf4fe1d559cbbfa~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739890800&x-signature=ZIrPyJmtfdtwynNtcauv0oWPDtI%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025021817560231DAFE9D3598FE0DA085', 'https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/e06782c020f34301bbf4fe1d559cbbfa~tplv-p14lwwcsbr-7.jpeg?lk3s=7b078dd2&x-expires=1739890800&x-signature=HX6vFmg7us9HBFiytrQfJojDp44%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025021817560231DAFE9D3598FE0DA085']",112,2024-05-28 15:45:46,毛毛草,https://www.douyin.com/user/MS4wLjABAAAAunyjgPOqlIW1XdlD2IxsZQmwt6BIhT8oyisozMM5tA4,,,4,湖南
7373198993852203839,在八十年代喊实现四个现代化的口号的时候，是无法想象有这种场景[呲牙]。祖国繁荣昌盛[赞][赞][比心][比心],,684,2024-05-26 14:57:54,悬崖灵芝,https://www.douyin.com/user/MS4wLjABAAAAPUr72IjO868M23Sst59xBV0JEwKlFZiSvkwa-2N-cqE,,,23,浙江
7373865188703175434,周末我也拍到一辆沃得[呲牙],"['https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/7df22812935b404ab270dc140f8b3368~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739890800&x-signature=TuQQCqBmVslI7U5BSgiMzwblka0%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025021817560231DAFE9D3598FE0DA085', 'https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/7df22812935b404ab270dc140f8b3368~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739890800&x-signature=BXVGQPDWOISMYuoli7ZvCp0pm5k%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025021817560231DAFE9D3598FE0DA085', 'https://p9-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/7df22812935b404ab270dc140f8b3368~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739890800&x-signature=pXv1NzU3qEgnCJxG8Jhy%2BK7R%2FRM%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025021817560231DAFE9D3598FE0DA085', 'https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/7df22812935b404ab270dc140f8b3368~tplv-p14lwwcsbr-7.jpeg?lk3s=7b078dd2&x-expires=1739890800&x-signature=3HH5a8oPM5jgRZibxMKbMTkWVzY%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025021817560231DAFE9D3598FE0DA085']",2,2024-05-28 10:03:03,hl20190703青青,https://www.douyin.com/user/MS4wLjABAAAA3Jpw5SxncgFRRlDZiy2J91voGLjSZRxBu-EOBe8mQxCS-vD-RijvaJxQWsiUPFOx,hl20190703,简历太过简单，悠悠岁月怎可简单复述，认真点吧😄,0,陕西
7373855119782757154,好家伙，这是什么神仙场景，高楼大厦，飞驰的高铁，金黄的麦穗，往来的收割机,,3249,2024-05-28 09:24:03,BOSS-YANG,https://www.douyin.com/user/MS4wLjABAAAAV1PDRJCSP0P4uFhdpcUu43kb1HmbjeuA69blFHG8swM,,,85,加拿大
7373200783633040154,80后很辛苦，但是80后真是见证了很多日新月异的变化。看到这个场景，更是仿佛看到了比小学课本还要壮观100倍的“四个现代化”,,1024,2024-05-26 15:04:50,无限光芒,https://www.douyin.com/user/MS4wLjABAAAATmCTjOAJsJA4OEMjBq_N5ZFDfsF0gnGKvZYfequJ34yEZX8LQ-srI2rzzo-0Xgz6,24290140088,拼凑时光点滴，剪辑世间美好,38,四川
7373542946651783976,不懂就问，是特地留的景观农田吗,,4,2024-05-27 13:12:35,Dq38613266431w,https://www.douyin.com/user/MS4wLjABAAAAH7PjNFM8l7rQcHeKS-1O7LhymhITwx0x-zUuOWLRghUDoP-ebXnSgrBZny6ZD84G,Cljs,,2,广西
7373509351015432986,小学课本插画成为现实[绝][绝][绝],"['https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/28a900d6b0ab47a1ba3666898856b543~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739890800&x-signature=Neukg2xG9kXR1nXU0L8STd1Smhk%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025021817560231DAFE9D3598FE0DA085', 'https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/28a900d6b0ab47a1ba3666898856b543~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739890800&x-signature=%2Fpt2ntcRYhvmLClcOTD7grBnbfE%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025021817560231DAFE9D3598FE0DA085', 'https://p11-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/28a900d6b0ab47a1ba3666898856b543~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739890800&x-signature=akzkD07XTmbpvfHaJPZa9sLj6tQ%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025021817560231DAFE9D3598FE0DA085', 'https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/28a900d6b0ab47a1ba3666898856b543~tplv-p14lwwcsbr-7.jpeg?lk3s=7b078dd2&x-expires=1739890800&x-signature=RR%2FsRZcRztiwUZ%2BYsQ9SyOLQSIc%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025021817560231DAFE9D3598FE0DA085']",708,2024-05-27 11:02:13,Higo,https://www.douyin.com/user/MS4wLjABAAAA5UIw0BoTACrVwTA6F5F_w4G1rvEl7c1n-nkwW7RbbWg,39319619800,,38,四川
7373703466315072293,美极了[赞],"['https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/2bab99b91bfb41809253c50695be008f~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739890800&x-signature=f3cip2pGT6lZcse%2Fd%2FzmP6KE0fI%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025021817560231DAFE9D3598FE0DA085', 'https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/2bab99b91bfb41809253c50695be008f~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739890800&x-signature=xlojxIlXJsqvfcIlxuiZGsWW2bw%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025021817560231DAFE9D3598FE0DA085', 'https://p9-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/2bab99b91bfb41809253c50695be008f~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739890800&x-signature=nd2MtIUSyrguZXO2VV%2FDiaXP1LU%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025021817560231DAFE9D3598FE0DA085', 'https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/2bab99b91bfb41809253c50695be008f~tplv-p14lwwcsbr-7.jpeg?lk3s=7b078dd2&x-expires=1739890800&x-signature=UuC9onUv7XY20R0yqNp5CD6B%2BG0%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=2025021817560231DAFE9D3598FE0DA085']",5,2024-05-27 23:35:29,眞哥,https://www.douyin.com/user/MS4wLjABAAAAMiF2cLid8epniHgcsEFbzTRQ5jBKv9d1cFpy0SSjHOU,,新手,0,四川
7459191381551301403,5,,0,2025-01-13 08:32:18,无悔,https://www.douyin.com/user/MS4wLjABAAAAZbaepZUiWzIAzUkgQTFlCaLguoJadtUMpJTay4HEZ7Q,,,0,广东
7459191365462180645,4,,0,2025-01-13 08:32:14,无悔,https://www.douyin.com/user/MS4wLjABAAAAZbaepZUiWzIAzUkgQTFlCaLguoJadtUMpJTay4HEZ7Q,,,0,广东
7459191337839035162,3,,0,2025-01-13 08:32:11,无悔,https://www.douyin.com/user/MS4wLjABAAAAZbaepZUiWzIAzUkgQTFlCaLguoJadtUMpJTay4HEZ7Q,,,0,广东
7459191320651137801,2,,0,2025-01-13 08:32:08,无悔,https://www.douyin.com/user/MS4wLjABAAAAZbaepZUiWzIAzUkgQTFlCaLguoJadtUMpJTay4HEZ7Q,,,0,广东
7459191318033351462,1,,0,2025-01-13 08:32:04,无悔,https://www.douyin.com/user/MS4wLjABAAAAZbaepZUiWzIAzUkgQTFlCaLguoJadtUMpJTay4HEZ7Q,,,0,广东
7446029380985586472,,,0,2024-12-08 21:16:57,中国.守富,https://www.douyin.com/user/MS4wLjABAAAAvgLPNtcynnfrdBg-kN6mwk-EkyZxTfDtgGNQEDuEyHo,,片片真诚，装在心底；条条抖音传达惦记；句句问候，真心实意；声声祝福，温暖心里；新的一天，万事如意！,1,浙江
7444149587046695680,@[爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][看][看][看],,0,2024-12-03 19:42:23,老尹_,https://www.douyin.com/user/MS4wLjABAAAAi8StDCMJRKGZGhzbs7ytKtCKsocnZCkOIA0cONLI1zs,laoyin70642,,0,湖南
