评论ID,评论内容,评论图片,点赞数,评论时间,用户昵称,用户主页链接,用户抖音号,用户签名,回复总数,ip归属
7373194826340385571,杭州居然也种小麦，杭州人主食吃馒头面条吗？,,3,2024-05-26 14:41:42,🌈感同身受゛,https://www.douyin.com/user/MS4wLjABAAAAJ9bGHLGGUUlkMm7YPhXFQOoSAYh7XGEqHlQgf-3BJig,S649096,不忘初心，牢记使命！,11,江苏
7420818865082958592,杭州人真的很勤劳，[感谢][感谢][感谢][感谢][感谢][感谢],,0,2024-10-01 22:47:17,吃喝不吃辣✔,https://www.douyin.com/user/MS4wLjABAAAAxIS-pFnsNP9Sh09coc00_H1RFFJ1g4H_AXShmpRvAS_jUahqw6-kyQuvMPtQU3MB,budapeisi191,乌克兰🇺🇦提议取消俄罗斯🇷🇺一票否决权被俄罗斯一票否决,0,河南
7393949523356386067,"民殷国富此盛世，风调雨顺兆丰年。
虎踞龙盘今胜昔，天翻地覆慨而慷。",,0,2024-07-21 13:00:30,长沙市最后的小单纯,https://www.douyin.com/user/MS4wLjABAAAAHUR3sJ73crsp91MtxXkroNZTL7pZigixIbBq62RorNBMcBl2w2s7OJEpeapOSUfM,dy757by65ev1,,0,湖南
7373281740569723658,居然有这么多人不知道浙江是可以种三季稻的…,,1,2024-05-26 20:18:56,十二平均律,https://www.douyin.com/user/MS4wLjABAAAAhMo62c_tLn5-JQmiyFPT3WXqCTZ9ZQ3j3sdRqaiI1W7pykRbRmFz_bVOmJGyUzp7,dy3bhf73aitg,,6,浙江
7373227782888178432,为什么没有人制止他们，用收割机割麦子，太污染了！,,1,2024-05-26 16:49:38,明月醉清风,https://www.douyin.com/user/MS4wLjABAAAA343ndN4_56VMa5nDVwrPrK0jo5-B2u24bRDpBXGOT88,,正在编辑...,3,安徽
7372540541625910070,用的是本地的联合收割机还是外地的联合收割机？,,4,2024-05-24 20:22:43,用户8358834980681,https://www.douyin.com/user/MS4wLjABAAAAi8F9lSTocsmeSkxL8tC4LjE9siFgaTqWjqKx9-vEI80,97253788155,,8,河南
7372530052090790682,以前一直以为浙江没有种小麦的[呲牙],,2,2024-05-24 19:42:00,时间有泪,https://www.douyin.com/user/MS4wLjABAAAADZErQPxR1GdnRGzKJ8VLaYX1flYlXh_sVmuadNpAQCg,LC81555592,（能屈能伸） 成年人应该就这样吧……,7,浙江
7373254328956470026,亩产多少别忘了报个数哈[呲牙],,1,2024-05-26 18:32:36,余生&以待梦清澄,https://www.douyin.com/user/MS4wLjABAAAAPSnnNOnyGBfy3xqBgT1TDJXZw4Hjby1L4N2UAx0tD24,,,1,河南
7373120310759244571,为什么现在收割机都是沃德，久保田的现在没有了。,,3,2024-05-26 09:52:31,与风私聊,https://www.douyin.com/user/MS4wLjABAAAA3sdEBKriygRH9_PSDd5bACKV-kUaSS080yX5xoCmzqs,,,2,湖北
7399646689528922880,俺村子看了连夜配备两台沃得收割机[OK],,0,2024-08-05 21:28:24,damn,https://www.douyin.com/user/MS4wLjABAAAAV1nBeIw1Hzgdyjs2_4xlUILfy1soPYUCf_phlE9Bh-s,34496483819,,0,山东
7395709775885124402,富起来，强起来🇨🇳,,0,2024-07-26 06:51:13,'ㄉ忘初♡🇨🇳,https://www.douyin.com/user/MS4wLjABAAAAHN9HKrCzF6Nvs7SP1uoCfMcU1nfnKnyb10WYhflxv-U,,,0,广东
7373188042158899980,四个现代化真的实现了[呲牙],"['https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/4c82c95087614631adf04254e2c6570c~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739898000&x-signature=8kHU7vDgQphLPVwQ4EDMQeAAzpU%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202502181904152924F3B122554816F2FD', 'https://p11-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/4c82c95087614631adf04254e2c6570c~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739898000&x-signature=sqiczHF77jx9KhQDS7EHC8NFZh8%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202502181904152924F3B122554816F2FD', 'https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/4c82c95087614631adf04254e2c6570c~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739898000&x-signature=loAQjhxoI6D0NQoOnX7yS4k1K7w%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202502181904152924F3B122554816F2FD', 'https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/4c82c95087614631adf04254e2c6570c~tplv-p14lwwcsbr-7.jpeg?lk3s=7b078dd2&x-expires=1739898000&x-signature=14I7G1W5vMXfsc2uGnAk9TcSddw%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202502181904152924F3B122554816F2FD']",712,2024-05-26 14:15:23,H.K,https://www.douyin.com/user/MS4wLjABAAAAn5YDt5wAQIS11by0Y2Fh6U5ruRTRdxB9kpoBHPGsP-8,,好好生活、好好赚钱,43,湖南
7372451442965480207,杭州几乎没良田了，都全部高楼大厦了,,2,2024-05-24 14:37:00,旭日东升,https://www.douyin.com/user/MS4wLjABAAAAn9NZRakj4SXnq4kXJagWWmBZQHHkR_N4Lgt48S0LtsI,jingjiu16888,,11,浙江
7373440402651366156,这个怎么样,"['https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/4a281ccf739a4ea2baa42b5d01fbd566~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739898000&x-signature=VWu0dqwr8s%2BvL%2B8GmtE9ijuLQ3A%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202502181904152924F3B122554816F2FD', 'https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/4a281ccf739a4ea2baa42b5d01fbd566~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739898000&x-signature=XXARyhWqw%2BKzp9jR6UxYi8zrOR0%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202502181904152924F3B122554816F2FD', 'https://p11-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/4a281ccf739a4ea2baa42b5d01fbd566~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739898000&x-signature=0PbQdVVvrpGRk44FDaCOli0mIVI%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202502181904152924F3B122554816F2FD', 'https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/4a281ccf739a4ea2baa42b5d01fbd566~tplv-p14lwwcsbr-7.jpeg?lk3s=7b078dd2&x-expires=1739898000&x-signature=7dcmls9ZTlR3PRTAvyRmDqH2oBA%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202502181904152924F3B122554816F2FD']",134,2024-05-27 06:34:43,醉凡尘,https://www.douyin.com/user/MS4wLjABAAAA2VrlAXCFBAd27aBONSrXEhff0pEkvHeUXCRtI-0CO4M,,,30,山东
7373168502494561074,杭州种小麦？,,1,2024-05-26 12:59:31,易森.,https://www.douyin.com/user/MS4wLjABAAAAFnzfapTwdH06R5Sqa1wSfasLz9fhF9FcQnPjqIFlM54,L819436203,"用镜头记录浪漫广州
感谢您的关注与点赞
广州探店｜逛展｜景区
合作请私✉️",1,广东
7372557277180068618,看看河南的麦田吧，河南人有苦难言,"['https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/56f9e44f61694a3c90f91869e7cce657~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739898000&x-signature=G9fEhKVHBm6hURS7RaYjf9xAmjQ%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202502181904152924F3B122554816F2FD', 'https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/56f9e44f61694a3c90f91869e7cce657~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739898000&x-signature=drh8x8U0FYlEFUARDrgMWTwIqgk%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202502181904152924F3B122554816F2FD', 'https://p11-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/56f9e44f61694a3c90f91869e7cce657~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739898000&x-signature=h4pYJtvT009UcP38adkUuqm6NFQ%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202502181904152924F3B122554816F2FD', 'https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/56f9e44f61694a3c90f91869e7cce657~tplv-p14lwwcsbr-7.jpeg?lk3s=7b078dd2&x-expires=1739898000&x-signature=geERpNvLECHWu9eSfdfBfuUldoQ%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202502181904152924F3B122554816F2FD']",21,2024-05-24 21:27:40,人间海,https://www.douyin.com/user/MS4wLjABAAAAlWdcQu07D_oRQO7XQ4DhCH0NMUTT1WwwBbpCIJeaYM-ddTdktj0oDmcLx2engywb,wachuandeqiu11,不要觉得自己太糟糕,8,河南
7373143083318149903,麦田围城，杭州浪漫[捂脸],,1,2024-05-26 11:20:55,取名太困难,https://www.douyin.com/user/MS4wLjABAAAA2-rtf_7NysTLv6-uWyKhiTI_0mT7SYSQk6Clma4ll_2k6camdBMVbBmPu9ZYl-4q,dy3yrxhyfud8,尽最大的努力提升自己，最后告诉自己不后悔就行,0,韩国
7373183078490211109,四个现代化，工业现代化，农业现代化，国防现代化，科技现代化，已经基本实现~,,47,2024-05-26 13:56:08,濤聲薏舊,https://www.douyin.com/user/MS4wLjABAAAA-szLIxvafQgelC4cM4N2R0_H7LS-U6Cr35Qx49Yd1uQ,LT_921118,初从文，三年不中；后习武，校场发一矢，中鼓吏，逐之出；又从商，一遇骗二遇盗三遇匪；岁躬耕，一岁旱一岁涝一岁飞蝗；乃学医，有所成，自撰一良方，服之，卒。,24,重庆
7373589086828069667,"计划经济到市场经济
实现四个现代化建设","['https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/60d3fbcdbdbf4ab0a61aafd3ce07f269~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739898000&x-signature=imnk42PCCmv%2B%2FcUJKUwHTV6bvo8%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202502181904152924F3B122554816F2FD', 'https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/60d3fbcdbdbf4ab0a61aafd3ce07f269~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739898000&x-signature=H5IIGS65gRwKKoR8sCA2a1QQ4is%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202502181904152924F3B122554816F2FD', 'https://p9-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/60d3fbcdbdbf4ab0a61aafd3ce07f269~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739898000&x-signature=blOnn%2FlE6Rhp1p%2FSHPA0JHHWWF8%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202502181904152924F3B122554816F2FD', 'https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/60d3fbcdbdbf4ab0a61aafd3ce07f269~tplv-p14lwwcsbr-7.jpeg?lk3s=7b078dd2&x-expires=1739898000&x-signature=mhziax5xItZFxaiHBhlEaptdlBg%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202502181904152924F3B122554816F2FD']",450,2024-05-27 16:11:40,充满梦想的的阿伟,https://www.douyin.com/user/MS4wLjABAAAA94W8ozz4f0-ihMLVEnrUN59xleCj766MzJbwCJFcFiA,A666666888,"人民有信仰！国家有力量！
在这个娱乐至死的时代，你可以尽情娱乐。
你可以学习不好，甚至偶尔醉生梦死，但是你不能不关心国家大事。
无论你在哪，从事什么行业，男女老少，请记得把“民族意识”深深烙在血液里，我们炎黄子孙要永远团结在一起。
天下兴亡，匹夫有责。覆巢之下 复有完卵乎？
诸君共勉，为中华之崛起而奋斗！",20,湖南
7374406250748789530,谁会批图啊  赶紧给我批两架f22上去[看],"['https://p11-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/d76fa5ffcb8b4057a55994cdeaf22f47~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739898000&x-signature=AfUH%2FMkSl%2BgHwa0hlAAhq99yzc0%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202502181904152924F3B122554816F2FD', 'https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/d76fa5ffcb8b4057a55994cdeaf22f47~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739898000&x-signature=%2BFRYwRf22UZ9JkCvfuHn3u%2FpTSs%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202502181904152924F3B122554816F2FD', 'https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/d76fa5ffcb8b4057a55994cdeaf22f47~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739898000&x-signature=SZOnhaghdsqBfunfa7eOn6zebBM%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202502181904152924F3B122554816F2FD', 'https://p11-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/d76fa5ffcb8b4057a55994cdeaf22f47~tplv-p14lwwcsbr-7.jpeg?lk3s=7b078dd2&x-expires=1739898000&x-signature=jnT1SE8MByJyLY2XbmpU82IiITc%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202502181904152924F3B122554816F2FD']",1,2024-05-29 21:02:37,家家,https://www.douyin.com/user/MS4wLjABAAAAxQ0XWpOXFdhhmTvqiXLfAl8yt8D-pH4C7Jn-lYf7z3ZWR4iSQKM3or-FcoWVtwyc,29370028867,你开心吗？,3,河北
7372733704453849897,为什么浙江有人种麦子[捂脸]，我们吃大米呀,,6,2024-05-25 08:52:20,家有宝妹,https://www.douyin.com/user/MS4wLjABAAAA8weGV3dwsylazf9LU6sphBKlH2VZUWwl5_556O4SyyQ,,,21,浙江
7373180394798465832,嗯，真好，平的地方真好。,"['https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/a237542ee1b340dcaacad5f5e7e316fe~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739898000&x-signature=HplLwbc%2Fz%2Fk5ISmisiIeP5pEQzg%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202502181904152924F3B122554816F2FD', 'https://p26-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/a237542ee1b340dcaacad5f5e7e316fe~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739898000&x-signature=OB2i683vB5%2F7iWzd%2BLBPbyVt0CI%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202502181904152924F3B122554816F2FD', 'https://p11-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/a237542ee1b340dcaacad5f5e7e316fe~tplv-p14lwwcsbr-7.image?lk3s=7b078dd2&x-expires=1739898000&x-signature=BflTlTA7G8hLcU7zLK%2BAkNKylAo%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202502181904152924F3B122554816F2FD', 'https://p3-sign.douyinpic.com/tos-cn-i-p14lwwcsbr/a237542ee1b340dcaacad5f5e7e316fe~tplv-p14lwwcsbr-7.jpeg?lk3s=7b078dd2&x-expires=1739898000&x-signature=sZQqj64u3HdBSdXFIxJgjKDdXKo%3D&from=2064092626&se=false&sc=image&biz_tag=aweme_comment&l=202502181904152924F3B122554816F2FD']",3,2024-05-26 13:45:45,小建建,https://www.douyin.com/user/MS4wLjABAAAAsDZyUq_XORssjl9Bw-CdoAvEvIM_rrM9As9kn7D3ZnyB9nGFhJDZ3CSItfKFrBCp,2338700504f,这世间唯有爱与美食不可辜负。当朋友圈发，记录生活。,5,云南
7373095412611400489,收完麦子收割机能上高速不，听说有地方收完麦子高速不让收割机上了[灵机一动],,2,2024-05-26 08:15:56,～圖諵🍌,https://www.douyin.com/user/MS4wLjABAAAAriX9xV3oOX3HUJ4otGWZVI7ajJsbLPID-kZr7IE8YSkfe3Rc6KbtKFdgbhPX0PRo,wp08029173,求一份安心,4,浙江
7373225106519638818,“实现四个现代化”这个口号我真是很久没听到了，我感觉都实现了,,181,2024-05-26 16:39:14,老王同志,https://www.douyin.com/user/MS4wLjABAAAA8EhqrWMewjvMl2E_Fe7CnZtWV6WRK1Q9fZhKZWCT2Lc,,,9,北京
7372526798309229322,"杭州始终不忘中原[看]把最好的CBD用来种麦[看]杭州看来还有王都的梦想[看]",,1763,2024-05-24 19:29:23,鹏不易,https://www.douyin.com/user/MS4wLjABAAAAlvyi4as0sUDz1YRTs7eFzxw37pZbZq-PMbjGDleWIjMw2mFShWP5Roa5DNJBzZkG,yxf1994_,不畏将来，不念过往。,69,浙江
7447848276777550650,具体坐标是哪里,,0,2024-12-13 18:55:13,潘潘潘,https://www.douyin.com/user/MS4wLjABAAAAtw2f1qFIxb_U23ShsyahdeAqKVJ4_mum18DSHiXOtjVgp4o7nazM0NJur6TDaRDn,40364428173,,1,上海
7434000045206373158,这个拉粮车真不错,,0,2024-11-06 11:17:01,Alone.®️,https://www.douyin.com/user/MS4wLjABAAAARJk6-et6ElQJNtF6BRsh2yp3nRIYixUNdVZ5VGp8OKs,LLLLwz,,0,山东
7429307351737680649,虽然杭州经常吊打我小武汉，但这副美景值得给赞[比心],,0,2024-10-24 19:46:56,见过薛之谦（广州登船版）,https://www.douyin.com/user/MS4wLjABAAAA1npYMkjRVnAA0XcDOmbUb6jmEW4yQKxrAExGCEd8pgs8nlWIZ3suxDmZxq-Ipcd1,yulongtianxia666,有你很好，没你也行,1,广东
7407432257370620708,@林嘉怡 那这里呢[不失礼貌的微笑],,0,2024-08-26 21:00:26,火花,https://www.douyin.com/user/MS4wLjABAAAATmYgYXJTcvKiiMuSz8u0uNBns4RcQ00LOs-pUTqLh2E,QIMAY21,vx：…更多,2,江苏
7403907289579766565,有点抽象[泪奔],,0,2024-08-17 09:01:47,一根辣条❂,https://www.douyin.com/user/MS4wLjABAAAAzIF0njFT6DEKXprbB06zmByxLAzrtgf3TR4Iv2hg_PY,zw17777302201,谢谢你的关注,0,广东
7384404857178047273,河南省杭州市@几时心动瞒瞒,,0,2024-06-25 19:42:20,FFAD.,https://www.douyin.com/user/MS4wLjABAAAAd3ZSBGJtTuE7UoqAI4ki8Y3r5j_jE2lQ2dOcndwXrAU,F11006,.,1,河北
7382380757191754535,早说过，杭州就是合并众多乡村和山村的超级大农村！[呲牙][呲牙][呲牙],,0,2024-06-20 08:47:53,宝能,https://www.douyin.com/user/MS4wLjABAAAAVkMoyPNFU0emSQIJwsKrViXYSwkoJkzBJqbPdQwO2bI,scnZJR,,0,新疆
